bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,sqft_living15,sqft_lot15,price,house_age
3,2.25,2.0,0,0,3,7,1450,0,98056,1650,7625,297000,21
4,2.5,2.0,0,0,3,10,3230,0,98075,3480,7447,730000,11
3,1.75,1.0,0,0,3,7,1110,530,98125,1770,12600,450000,75
3,3.0,1.0,0,0,3,7,1060,530,98038,1680,7500,275000,18
4,2.0,2.0,0,0,3,7,2020,0,98115,1910,3120,595000,55
3,1.5,1.5,0,0,3,7,1300,0,98144,1590,2577,435000,111
2,1.5,1.0,0,0,1,6,1380,0,98011,3130,19868,270000,61
3,3.0,2.0,0,0,3,10,3030,1010,98077,3360,14142,950000,29
4,2.25,2.0,0,0,3,7,2130,0,98019,2300,6930,389000,14
4,2.25,1.0,0,0,3,8,1580,970,98052,2420,8050,560000,47
5,3.5,2.0,0,2,3,11,3480,1320,98006,4050,19009,1350000,17
4,2.25,2.0,0,0,4,8,2510,0,98040,2450,9691,799000,46
3,2.0,1.0,0,0,4,7,1410,0,98072,1410,9600,365500,32
3,2.0,1.0,0,0,3,7,1160,490,98058,1710,7350,252350,36
4,2.5,2.0,0,0,3,8,2120,0,98146,1880,12000,403950,22
4,1.5,1.0,0,0,3,7,1380,660,98177,1610,10020,385000,61
4,1.0,1.5,0,0,3,7,1550,0,98106,1450,7620,345000,58
3,2.75,2.0,0,0,4,9,1980,0,98008,1950,2856,490000,36
3,2.5,2.0,0,0,3,8,1600,0,98019,1790,27743,330000,10
4,2.75,2.0,0,0,3,8,3300,0,98004,3180,12239,927000,62
4,2.5,2.0,0,1,4,10,3840,0,98040,3600,16553,1120000,32
2,1.0,1.0,0,0,5,7,1220,0,98028,2000,9600,330000,65
5,2.25,1.0,0,0,4,7,1500,1220,98008,2110,8800,530000,57
4,2.0,1.0,0,0,1,8,1940,0,98006,2000,10071,365000,53
3,2.5,1.5,0,0,3,7,1260,900,98118,1060,3500,378750,106
4,1.75,1.5,0,0,4,7,1530,0,98058,1390,8750,269900,47
3,3.5,2.0,0,0,3,8,1290,420,98122,1630,1543,557000,7
4,1.75,1.0,0,0,4,7,2150,1580,98022,1880,16963,360000,41
2,1.0,1.0,0,0,4,7,940,0,98117,1560,4500,352000,78
3,2.5,2.0,0,0,3,8,1750,0,98045,2430,22357,437000,21
4,2.5,2.0,0,0,3,7,1820,0,98038,1820,7107,322500,21
3,3.25,2.0,0,0,3,9,1330,180,98116,1510,1352,650000,14
3,2.0,3.0,0,0,3,8,1290,0,98103,1290,3235,450000,14
3,2.0,1.0,0,0,3,7,1570,0,98092,1570,5250,278500,17
4,2.5,2.0,0,0,3,8,1930,0,98055,2090,6996,364950,20
4,3.5,1.0,0,4,4,10,2840,0,98038,3180,36852,840000,29
3,2.5,2.0,0,0,3,7,1550,0,98031,1550,8134,268000,24
2,1.0,1.0,0,0,3,5,833,0,98070,1380,143947,517534,9
3,2.5,2.0,0,0,4,8,2990,0,98077,2990,36497,632925,37
3,2.5,2.0,0,0,3,9,2000,0,98034,2450,8118,577500,20
4,1.5,1.5,0,2,3,7,2390,0,98178,2850,6867,339000,95
3,1.75,1.0,0,0,4,7,1530,1380,98052,2520,18295,570000,48
4,1.75,1.0,0,0,3,7,1610,475,98024,2690,174240,563500,51
4,2.25,1.0,0,0,5,7,1290,910,98133,1910,8660,423000,53
3,2.25,2.0,0,0,3,8,1860,0,98019,2320,5465,355000,3
5,4.25,2.0,0,0,3,12,6070,0,98024,4680,211267,1550000,16
2,1.0,1.0,0,0,3,7,950,0,98103,1320,4050,482000,74
3,1.75,1.0,0,0,5,7,1600,0,98006,1580,9800,625000,60
3,2.5,2.0,0,0,3,8,2250,0,98056,2360,11632,538000,27
3,2.5,2.0,0,0,4,8,2280,0,98058,2310,10094,380000,30
2,1.0,1.0,0,0,3,7,940,0,98122,1300,5120,375000,106
3,2.5,1.0,0,0,5,7,1030,500,98038,1850,8140,245000,19
5,1.75,1.0,0,0,4,7,2190,0,98166,1620,39480,310000,68
3,2.0,1.0,0,0,4,8,1770,580,98004,3530,15715,1300000,39
4,2.0,1.0,0,0,3,7,1200,240,98034,1460,9660,397000,44
3,2.5,2.0,0,0,3,8,2200,0,98058,2310,5082,365000,10
4,3.0,2.0,0,0,3,9,2290,0,98042,2290,8250,328500,25
4,3.0,2.0,0,0,3,11,4040,0,98052,3930,21887,988000,28
4,2.5,1.5,0,0,5,8,1920,690,98103,1810,3277,1000000,93
3,2.5,2.0,0,0,3,7,1490,0,98055,1490,2094,237000,10
4,2.5,2.0,0,0,3,8,2450,0,98011,2300,4674,525000,12
4,2.5,1.0,0,0,3,9,1440,270,98006,2140,9131,749000,39
5,2.5,2.0,0,0,3,10,3470,1400,98074,3180,11398,722500,32
3,2.5,2.0,0,0,3,10,3130,0,98052,2860,9003,843000,24
2,2.0,3.0,0,0,3,8,1270,0,98115,1610,3090,438000,15
3,1.75,1.0,0,2,3,8,1540,580,98146,2460,11760,578000,38
3,1.5,1.0,0,0,5,7,1670,0,98001,2077,4910,227950,61
3,2.25,2.0,0,0,3,7,2070,0,98001,1890,7519,196000,41
2,1.0,1.0,0,0,3,8,1070,350,98105,2400,5406,641000,62
3,1.5,1.0,0,0,4,6,1250,0,98038,1930,210394,350000,35
3,1.0,1.0,0,0,4,7,940,0,98032,1150,8050,205000,55
3,1.75,1.0,0,0,3,7,1920,0,98072,1920,9760,400000,47
3,2.5,1.0,0,0,3,10,2610,935,98027,3630,7704,1030000,10
3,2.0,1.0,0,0,3,7,1260,0,98034,1510,5460,505000,43
5,2.5,1.0,0,0,3,7,1300,1040,98034,1930,7221,475000,40
3,2.25,1.0,0,0,5,8,1440,1150,98028,2580,9450,520000,38
3,4.5,2.0,0,2,3,10,3260,710,98034,2610,13838,1450000,38
3,1.75,1.0,0,0,3,7,1220,0,98011,1630,10007,333500,50
3,1.0,1.0,0,0,4,6,1400,0,98038,1230,10209,232000,39
3,2.75,1.0,0,0,4,8,1710,650,98006,2120,16117,691100,32
3,1.75,1.0,0,0,4,8,1870,0,98040,1900,10005,811000,55
3,2.5,2.0,0,0,3,9,2830,0,98028,2500,5788,551000,14
3,2.5,2.0,0,0,3,8,2260,0,98072,2350,3710,496500,21
3,3.0,2.0,1,3,4,9,1770,200,98070,2280,75396,705000,35
4,2.5,1.0,0,2,5,9,1770,1370,98055,2460,9600,578000,49
3,1.75,1.0,0,0,5,7,1240,0,98042,1490,8223,255000,29
4,3.5,2.0,0,0,3,10,3450,0,98006,3220,8567,1050000,8
3,2.25,2.0,0,0,4,8,2570,0,98042,2400,8049,348000,26
3,2.0,2.0,0,0,3,7,1510,0,98031,1570,3777,230000,30
4,2.25,2.0,0,0,3,9,2390,0,98023,2480,11250,359500,27
3,1.0,1.0,0,0,3,6,980,0,98133,1220,7000,330000,62
1,0.75,1.0,0,0,2,4,430,0,98014,1200,7500,80000,103
3,1.75,1.0,0,0,3,7,1480,0,98133,1480,6360,465000,61
4,2.5,2.0,0,0,3,8,1850,0,98042,2100,7329,325000,18
3,2.0,1.0,0,0,4,7,1920,350,98168,1770,14833,340500,68
3,2.5,2.0,0,0,3,8,1810,0,98038,1810,6200,342500,22
2,2.0,2.0,0,0,3,6,1610,0,98178,1310,12950,290900,85
3,4.25,2.0,0,0,3,10,3840,0,98074,3230,7709,868700,15
4,2.75,2.0,0,1,3,9,3130,980,98125,2820,8400,1200000,87
4,3.25,2.0,0,0,3,11,3150,1040,98074,4300,11919,1150000,15
4,2.75,2.0,0,0,3,9,3390,0,98074,3390,7111,859900,4
4,2.25,2.0,0,0,3,7,1890,0,98029,1580,3000,520000,12
3,2.5,2.0,0,2,3,9,1080,530,98118,1610,4173,460000,10
3,1.5,1.0,0,0,3,7,850,200,98115,1770,5400,438924,66
2,1.0,1.0,0,0,3,5,630,0,98126,1420,6550,315000,97
4,2.75,1.0,0,2,3,8,1780,1130,98033,2920,10988,590000,40
4,1.75,1.0,0,0,3,7,850,850,98006,1620,9000,378500,60
3,2.5,2.0,0,0,4,9,1950,0,98042,2350,7691,328500,25
3,3.0,2.0,0,0,4,8,2990,0,98005,2230,11553,849950,42
3,1.5,1.0,0,2,3,7,900,450,98136,1730,6012,525000,65
4,3.25,2.5,0,0,3,9,4860,0,98074,3850,181319,1390000,22
4,2.5,1.0,0,0,4,8,1460,700,98023,2060,8250,295000,37
6,3.5,2.0,0,0,3,11,3860,1000,98006,3600,11793,1070000,17
2,2.0,1.0,0,0,3,6,890,0,98118,1860,5000,207950,98
4,2.75,2.0,0,0,3,9,2810,0,98075,2820,7302,699900,13
5,2.5,2.0,0,1,4,8,3400,0,98027,3080,11081,1280000,38
4,1.5,1.0,0,0,4,7,960,620,98052,1560,7350,452000,52
3,2.0,1.0,0,1,4,7,1680,0,98055,1680,4921,370000,28
3,1.75,1.0,0,0,5,7,1300,0,98042,1300,10794,232000,47
5,2.5,2.0,0,0,4,7,2380,440,98034,1910,10392,669950,55
3,2.0,1.0,0,0,3,7,1070,440,98034,1660,6600,397500,43
2,2.5,2.0,0,0,3,8,870,360,98112,1240,1350,490000,11
4,2.0,2.0,0,0,3,9,1710,400,98116,1440,4420,725000,90
3,2.75,1.0,0,2,4,7,1610,1470,98032,2424,12410,299000,57
2,1.5,1.5,0,0,4,7,1190,300,98116,1590,4025,625000,115
3,2.5,2.0,0,0,3,7,2120,0,98065,2530,4816,437500,15
4,2.5,2.0,0,0,3,9,3180,0,98065,3030,5335,650000,12
2,1.0,1.0,0,0,3,7,860,630,98117,1460,3825,475000,86
3,2.0,1.0,0,0,4,8,1930,0,98042,2200,12825,342000,49
4,2.5,2.0,0,0,3,10,2770,0,98033,2720,10000,1200000,16
3,1.5,1.0,0,0,4,7,1670,0,98055,1930,10200,280000,52
2,1.75,1.0,0,0,3,7,1330,0,98188,1450,11682,240000,22
3,1.0,1.5,0,0,4,7,1210,0,98107,1640,3333,529000,91
3,1.0,1.0,0,0,4,7,1030,160,98136,1690,5100,442000,74
2,1.0,1.0,0,0,4,7,820,720,98119,1420,5538,615000,69
4,3.75,2.0,0,0,3,10,4030,0,98033,2160,7200,1490000,9
4,1.75,1.0,0,0,4,8,1580,850,98052,1980,8750,585000,34
4,2.5,2.0,0,0,3,8,2600,0,98059,2830,7787,480000,10
5,3.5,2.0,0,0,4,9,4410,0,98053,2900,50529,1100000,25
4,1.0,1.5,0,0,3,7,1330,0,98133,1220,660,290000,66
3,1.75,1.0,0,0,5,7,950,950,98116,1770,5000,615000,64
2,1.0,1.0,0,0,4,7,1100,0,98133,1460,7680,300000,65
3,1.0,1.5,0,0,3,6,1580,400,98030,1860,11811,308000,83
3,2.5,2.0,0,0,3,9,2400,0,98033,2080,8615,750000,14
4,2.25,2.5,0,0,5,9,3390,1370,98112,2950,9323,2250000,99
4,3.25,2.0,0,0,3,10,3180,0,98059,2200,178160,890000,10
3,1.0,1.0,0,0,5,6,1190,0,98058,1190,7560,288000,57
2,1.0,1.0,0,0,3,6,630,0,98178,1470,6840,190000,72
5,3.0,1.0,0,0,3,8,1520,1010,98133,2290,4011,515000,10
4,1.5,1.0,0,0,4,5,1690,0,98055,1690,9040,235000,85
2,1.0,1.0,0,0,3,6,940,0,98126,940,5000,275000,64
2,2.0,1.0,0,0,4,7,1240,0,98004,1380,9121,727500,63
4,2.5,2.0,0,0,3,7,3040,0,98053,2740,6587,650000,12
6,5.0,2.0,0,3,3,11,6050,0,98024,4210,233971,1600000,14
4,1.0,1.5,0,0,3,6,1590,0,98125,1320,7085,365000,71
3,1.75,1.0,0,0,3,9,2500,0,98052,2590,28837,662000,31
3,2.5,1.0,0,0,3,7,1320,460,98038,1680,7848,270500,37
2,1.5,2.0,0,0,3,7,1360,0,98092,1360,1898,200000,37
4,3.25,2.0,0,0,3,10,4740,0,98075,3340,49206,970000,28
3,1.5,1.0,0,0,4,7,1010,0,98198,1400,9660,160000,53
3,1.0,1.0,0,0,4,6,1040,0,98010,1580,7405,204000,44
3,2.25,2.0,0,0,4,7,1610,0,98058,1780,7529,358000,30
4,1.75,1.0,0,0,3,7,1570,0,98011,1870,8190,452000,36
2,2.0,1.0,0,0,4,7,1010,500,98103,1920,4000,595000,115
3,2.0,1.0,0,0,3,7,1360,0,98042,1360,6987,249000,21
4,2.5,2.0,0,0,3,8,1970,0,98055,2230,5109,346900,16
3,2.5,2.0,1,4,4,12,5403,0,98166,3980,104374,2130000,39
4,2.5,2.0,0,0,3,7,1560,0,98056,1560,4350,280000,12
4,1.75,1.0,0,0,4,8,2270,50,98032,2120,9880,318888,42
3,2.25,1.0,0,0,3,8,2120,0,98075,2480,13492,530000,48
3,2.25,2.0,0,0,4,8,2120,0,98031,2120,14479,375000,32
4,2.5,2.0,0,0,3,11,3350,0,98052,3920,24728,910000,27
4,2.5,2.0,0,0,4,10,2380,0,98006,2560,9770,782000,24
2,2.0,2.0,0,0,3,9,720,350,98106,1070,928,259950,7
4,2.75,1.0,0,0,4,7,1560,740,98058,1870,9588,315000,36
2,1.0,1.0,0,0,4,6,1320,0,98168,1190,6490,215000,72
3,1.75,1.0,0,2,4,7,1140,1040,98040,2180,8535,705000,69
3,3.0,2.0,0,3,5,10,3580,800,98199,3080,7680,1450000,63
3,1.75,2.0,0,0,3,7,1790,0,98155,1520,10125,451000,66
2,1.0,1.0,0,0,4,6,750,0,98055,1340,8750,261000,72
3,1.5,1.0,0,0,5,7,1300,0,98028,1570,8692,396000,59
4,2.5,2.0,0,3,3,9,2990,0,98059,3715,29170,725000,16
7,3.5,2.0,0,1,3,11,2860,1780,98040,3230,20697,1950000,50
4,1.0,1.5,0,0,3,7,1400,0,98188,1310,7314,238000,56
6,1.75,2.0,0,0,4,8,2750,0,98052,2040,9563,750000,42
4,2.5,2.0,0,0,3,7,2050,0,98042,2050,8103,331500,17
4,3.0,1.0,0,0,3,7,1410,820,98065,1960,65340,460000,37
4,2.25,1.0,0,0,4,8,2340,0,98092,2340,107898,404950,33
3,2.5,2.0,0,0,3,9,2870,0,98103,1630,7995,880000,1
4,2.5,2.0,0,0,3,10,4120,0,98074,3180,7257,863000,18
3,1.75,1.0,0,0,3,7,1370,710,98005,1870,8944,638700,55
3,2.5,2.0,0,0,3,7,1840,0,98053,1600,4697,435000,7
3,1.0,1.5,0,0,4,6,1180,0,98178,1490,5350,260000,56
5,2.75,1.5,0,0,5,7,1530,630,98105,2040,4000,671500,88
3,1.0,1.5,0,0,3,8,1180,0,98109,1440,3400,610000,108
2,0.75,1.0,0,0,4,6,870,290,98014,1870,25346,405000,78
4,2.5,2.0,0,0,3,7,1830,0,98038,1830,5998,338900,12
4,4.0,2.0,0,0,3,10,3200,0,98075,3480,7944,720000,11
5,3.0,1.5,0,0,4,7,1760,800,98108,1080,5445,442000,88
5,2.75,1.5,0,0,5,8,2550,0,98122,1590,3840,650000,113
3,1.75,1.0,0,0,3,7,1040,290,98058,1330,9081,263500,34
2,1.0,1.0,0,0,4,7,1220,0,98038,2010,98010,300000,52
3,2.5,2.0,0,0,3,7,1805,0,98002,2095,3402,266000,6
4,4.0,2.5,0,2,3,9,4150,1900,98077,2700,199504,930000,6
4,2.5,2.0,0,0,3,8,2320,0,98028,2450,5471,530000,11
3,1.0,1.0,0,0,4,6,1384,0,98023,1000,8470,180000,50
3,2.5,2.0,0,0,3,9,2720,0,98065,3180,7320,619000,10
3,1.5,1.0,0,0,4,7,1820,0,98003,1380,8976,264000,53
2,2.25,1.5,0,4,4,7,1530,600,98116,2130,4920,730000,74
4,2.25,2.0,0,0,3,7,2060,0,98034,2060,8155,439000,40
4,1.75,1.0,0,0,4,7,1080,340,98031,1500,7260,268500,34
3,1.75,1.0,0,0,3,7,1510,0,98045,1470,15744,330000,30
3,2.5,1.5,0,0,3,8,1960,200,98122,2160,5120,640000,112
3,2.5,2.0,0,0,4,11,3180,0,98074,3030,12835,900000,37
3,2.25,2.0,0,0,4,8,2110,0,98038,2470,14000,370000,30
3,2.0,1.5,0,0,5,8,1330,730,98144,1910,3900,685000,84
3,1.5,1.0,0,0,3,7,1010,820,98053,2450,165963,505000,34
3,1.75,1.0,0,0,4,7,1820,0,98022,2050,43560,265000,49
3,2.5,2.0,0,0,3,8,1610,0,98055,1610,3049,290000,9
4,2.5,2.0,0,0,3,7,1780,0,98038,2020,3802,296000,9
4,2.5,2.0,0,0,3,7,1840,0,98178,1830,8505,360000,19
3,1.75,1.0,0,0,3,7,990,470,98168,1220,12012,240500,18
2,2.5,2.0,0,0,3,8,1400,0,98126,1540,2385,372500,8
3,2.5,2.0,0,2,3,9,3370,0,98045,3330,9691,595000,11
4,3.0,2.0,0,0,3,9,3590,0,98023,2860,7995,515000,18
4,2.25,2.0,0,0,4,9,3200,0,98040,3070,15263,1220000,53
2,1.75,1.0,0,0,3,8,1670,0,98053,2170,6254,507000,11
4,2.0,1.0,0,0,3,9,2420,0,98092,2560,32186,399950,31
3,1.75,2.0,0,0,3,7,1430,0,98010,1560,10816,185000,21
3,1.75,1.0,0,0,3,7,1440,0,98052,1440,7210,460000,35
3,2.25,2.0,0,0,3,7,1450,0,98029,1560,4490,435500,30
4,2.75,1.0,0,0,5,8,2100,1450,98188,2050,9000,469000,49
2,3.0,2.0,0,0,3,8,1110,160,98103,1290,1800,531000,15
2,1.0,1.0,0,0,3,7,940,0,98177,1150,6930,443500,66
3,2.0,1.0,0,0,3,7,1300,370,98042,1660,7586,223000,25
4,3.5,2.0,0,0,3,8,2400,700,98028,2200,19400,590000,19
2,2.5,3.0,0,0,3,7,1100,0,98103,1200,1415,340000,18
3,2.0,1.0,0,0,4,8,1230,640,98199,1780,4050,650000,90
3,2.5,2.0,0,0,4,8,1930,0,98029,2190,5085,533600,25
3,2.75,2.0,0,0,3,9,2540,0,98074,2600,6344,695000,10
3,1.75,1.5,0,0,4,7,1280,0,98031,1500,7777,242000,27
3,2.25,1.0,0,0,3,7,1280,540,98125,1810,7515,425000,48
3,2.25,2.0,0,0,3,7,1490,0,98052,1290,10125,525000,34
3,2.5,2.0,0,0,3,8,1880,0,98029,2040,5411,485000,27
3,1.0,1.0,0,0,3,7,1250,0,98045,1390,9650,175000,44
3,2.0,1.0,0,0,3,8,1440,0,98092,1700,7245,210000,32
3,2.5,2.0,0,0,3,7,1920,0,98031,1930,7536,260000,26
3,2.5,1.0,0,0,3,7,1330,730,98116,1920,5750,577000,39
3,1.5,1.0,0,0,4,7,1210,0,98002,1408,10588,200000,57
2,1.75,1.0,0,0,4,7,940,820,98117,1530,5000,605000,88
3,1.0,1.0,0,0,4,6,990,0,98133,1440,6860,325000,68
3,1.0,1.0,0,0,4,6,820,140,98178,1200,6600,289500,71
3,2.5,3.0,0,0,3,9,1660,0,98144,1660,1784,559950,1
3,1.75,1.0,0,1,4,8,1330,570,98115,2760,9375,1040000,74
3,2.25,1.0,0,0,3,7,990,280,98199,1920,4000,543500,45
4,2.25,2.0,0,0,4,9,3250,0,98042,3110,35982,480000,32
3,1.0,1.0,0,0,5,6,960,0,98022,1080,8610,218000,33
2,1.75,1.0,0,0,4,7,960,370,98199,1620,6000,565000,101
3,1.75,1.0,0,0,5,7,1600,480,98056,1680,7700,426700,47
3,2.5,1.0,0,3,3,8,2130,560,98028,2390,11782,650000,58
2,1.0,1.0,0,0,3,7,770,120,98105,1760,4080,542000,105
3,1.75,1.0,0,0,3,7,1070,0,98052,1200,7990,415000,38
3,1.0,1.0,0,0,4,6,1200,0,98002,1200,8316,214000,62
3,1.5,2.0,0,0,5,7,1360,0,98188,1220,8912,245000,66
3,2.0,1.0,0,0,3,8,2050,0,98003,2180,11590,314500,22
3,1.5,2.0,0,0,5,9,2000,1000,98116,1820,5750,1120000,91
2,2.0,1.0,0,0,3,7,800,500,98136,950,5500,378000,52
4,2.5,1.0,0,0,3,7,1340,910,98001,1540,7802,305000,33
5,2.75,1.0,0,0,4,8,1980,1760,98028,2620,7920,595000,37
3,2.5,3.0,0,1,3,9,1530,130,98116,1510,1352,729500,0
3,2.5,2.0,0,0,3,7,2360,0,98065,2360,4744,430000,12
3,1.75,1.0,0,0,3,7,1150,610,98038,1760,8125,240000,28
3,1.75,1.5,0,0,3,7,1680,0,98136,1680,5100,545000,99
3,1.75,1.0,0,0,3,7,870,450,98105,1580,2750,530000,97
1,1.0,1.0,0,0,3,6,870,0,98198,1250,10608,157000,76
4,1.0,1.5,0,0,3,6,1260,0,98146,1170,7649,425000,90
3,1.0,1.0,0,0,3,6,1000,0,98166,1300,8640,220000,71
4,1.75,1.0,0,0,4,8,1550,470,98077,2520,38255,521000,39
3,1.0,1.0,0,2,3,7,1120,800,98118,2000,6900,325000,63
3,2.0,1.5,0,0,4,7,1380,770,98126,1940,6500,597500,104
3,2.5,2.0,0,0,3,7,1470,0,98065,1490,4400,337000,16
3,2.5,2.0,0,2,3,10,3180,0,98052,3000,9812,1000000,24
3,2.5,1.0,1,4,4,8,2330,1600,98034,2730,26324,3070000,58
3,1.0,1.0,0,0,3,6,990,0,98105,1250,6000,495000,72
4,3.5,2.0,0,0,3,8,1970,800,98052,2180,3380,748000,14
3,1.5,1.0,0,0,4,7,1250,0,98004,1750,9185,888000,62
3,1.75,1.0,0,0,3,7,1140,0,98045,1150,15625,269900,29
4,2.5,1.0,0,0,3,7,1550,700,98027,2090,11400,496500,48
3,2.5,2.0,0,0,3,7,1640,0,98155,1880,6000,475000,46
3,1.5,3.0,0,0,3,7,1255,0,98125,1307,1232,312000,11
3,1.0,1.0,0,0,3,7,1290,0,98072,1390,11632,323000,39
3,1.75,1.0,0,0,3,7,1300,0,98059,1890,7369,331000,29
3,1.5,3.0,0,0,3,8,1220,0,98133,1220,1422,306000,8
4,2.5,3.0,0,0,3,8,2630,0,98117,1640,4000,655000,13
3,1.5,1.0,0,0,4,8,1950,0,98003,1940,12667,290000,56
4,3.25,2.0,0,0,5,9,2360,800,98105,2220,4000,1250000,50
3,1.75,1.0,0,0,4,7,860,690,98115,1880,5600,460000,66
4,2.5,1.0,0,0,4,7,850,850,98115,1380,6380,435000,75
4,2.75,1.0,0,0,5,8,1630,880,98006,2390,11211,664000,37
4,1.75,2.0,0,3,4,8,1800,0,98102,2180,4620,865000,94
3,1.75,1.0,0,0,3,8,1200,600,98058,1800,18000,385000,47
3,2.25,1.0,0,0,3,7,1350,520,98034,2230,9579,497000,40
2,1.0,1.0,0,0,4,7,1010,0,98045,1150,7000,280000,90
2,1.5,1.0,0,0,3,6,1120,0,98178,1690,8056,188000,91
3,1.0,1.0,0,2,3,8,1200,890,98136,1850,5300,478500,46
4,3.5,2.0,0,0,3,11,4370,0,98065,4190,13641,1150000,14
3,2.0,1.0,0,0,4,7,970,470,98023,1440,7187,222000,34
4,3.0,2.0,0,0,3,8,2580,0,98053,3440,213444,799000,31
4,2.5,2.0,0,0,3,10,3190,0,98038,3250,7323,609900,9
4,3.5,2.0,0,0,4,7,1750,630,98106,1620,5775,413000,20
4,1.0,1.5,0,0,3,7,1420,0,98115,1110,5413,400000,85
5,2.75,2.0,0,0,3,9,2990,0,98006,2870,6768,802541,1
3,2.5,2.0,0,0,3,8,2680,0,98023,2430,8231,320000,25
4,2.5,2.0,0,0,3,7,2730,0,98065,2730,6216,507000,9
3,1.0,1.0,0,0,3,6,1220,0,98115,1490,8322,387500,69
3,1.0,1.0,0,0,3,7,1500,0,98072,1820,13950,396000,48
3,1.75,1.0,0,1,3,8,1430,400,98055,2140,11964,373000,57
5,2.5,2.0,0,0,5,10,4570,0,98040,3180,13314,1480000,50
4,2.25,2.0,0,0,3,8,2470,0,98058,2330,7986,359900,32
2,1.0,1.0,0,0,3,6,670,130,98115,1210,4343,410000,88
4,2.5,2.0,0,0,3,9,2900,0,98053,2900,34589,690000,23
3,2.0,1.0,0,0,3,7,1410,0,98030,1670,6222,245000,30
5,2.5,1.0,0,1,5,8,1610,1220,98075,2670,21567,700000,36
4,1.75,1.0,0,0,3,7,1100,580,98198,2400,10369,268000,38
3,1.75,1.0,0,0,3,7,920,840,98042,1350,13475,225000,36
4,2.25,2.0,0,0,3,8,2240,0,98004,2300,11550,980000,39
2,1.0,1.5,0,2,3,5,1380,0,98106,1500,5000,795000,110
2,1.0,1.0,0,0,3,6,820,0,98118,1170,5304,195000,62
4,2.0,1.0,0,0,2,6,1730,450,98005,2180,12010,480000,65
4,2.0,1.0,0,0,3,7,1100,300,98119,1630,2048,485000,115
2,1.0,1.0,0,0,3,5,880,0,98188,1410,10000,130000,87
2,1.0,1.0,0,2,4,6,1060,0,98198,2240,4416,325000,69
3,1.75,1.0,0,0,4,7,1530,0,98034,1530,7490,440000,31
4,1.75,1.0,0,3,3,8,1460,1020,98155,2910,10800,550000,57
3,1.75,1.0,0,0,5,6,1490,0,98059,1350,9100,310000,48
3,2.5,2.0,0,2,4,9,3260,400,98022,2700,38312,530000,26
4,2.5,2.0,0,0,3,8,2340,0,98031,1970,6818,390000,22
3,1.75,1.0,0,0,4,7,1450,0,98001,1210,12125,243000,34
4,2.5,2.0,0,0,3,9,2210,0,98074,2440,8799,639000,25
4,1.0,1.0,0,0,4,7,1130,0,98003,1540,7379,215000,46
5,1.75,1.0,0,0,3,7,1100,450,98011,1420,9823,405000,54
4,1.75,1.0,0,0,5,7,1010,700,98032,1770,8960,250000,47
3,1.5,1.0,0,0,5,7,1010,0,98155,1300,8108,405500,61
6,2.25,2.0,0,0,3,7,2660,0,98125,1120,8242,452000,78
6,2.25,2.0,0,0,3,7,2660,0,98125,1120,8242,730000,78
3,2.0,1.0,0,0,3,7,1300,0,98010,1430,9656,267000,21
3,2.5,2.0,0,0,3,7,1670,0,98038,2390,6924,289950,13
2,1.0,1.0,0,0,5,7,960,0,98103,1300,4080,565000,104
4,3.25,2.0,0,0,4,12,4670,0,98005,4230,41075,1580000,27
3,2.5,2.0,0,0,3,8,1770,370,98052,2510,2708,636000,8
5,3.0,1.0,0,0,3,8,1550,970,98178,1700,8000,350000,11
3,1.5,1.0,0,0,5,7,1130,520,98058,1720,8856,320000,37
2,1.75,1.0,0,0,4,8,1440,0,98198,1320,3547,210000,37
2,1.0,1.0,0,0,3,7,1050,0,98126,1280,5900,245000,65
3,1.75,1.0,0,0,3,7,1130,340,98059,1590,7500,328000,32
4,2.25,2.0,0,0,3,11,4230,0,98077,3890,37034,985000,26
3,1.75,1.0,0,3,5,8,1370,600,98055,2460,9796,501000,39
3,2.25,2.0,0,0,3,7,1540,0,98045,1560,11439,315000,23
3,2.75,2.0,0,0,3,8,2090,0,98019,2280,6348,403000,3
3,2.0,2.0,0,0,4,8,2110,270,98155,2030,23900,550000,81
4,2.5,2.0,0,0,3,9,2156,0,98030,1708,3539,347500,3
4,2.25,2.0,0,0,4,8,2070,0,98058,2390,7700,365000,29
3,1.0,1.0,0,0,4,8,1270,640,98117,1500,6816,588000,64
3,1.75,1.0,0,0,4,8,1260,660,98006,2360,8048,605000,38
3,3.25,2.0,0,0,4,9,2290,1110,98105,3090,6435,1300000,78
3,2.0,1.0,0,0,3,7,1400,0,98001,2020,8547,233000,41
4,2.5,2.0,0,0,3,8,2210,0,98030,2210,16907,360000,18
2,1.75,1.0,0,0,3,6,1020,150,98117,1170,5441,459000,86
3,2.0,1.0,0,0,4,9,2100,0,98077,2290,54885,740000,20
3,1.0,1.0,0,0,3,7,1160,0,98077,1160,9650,305000,48
3,1.0,1.0,0,0,3,6,900,600,98117,950,4000,395000,90
4,2.5,2.0,0,0,3,8,2940,0,98011,2510,6600,560000,15
4,1.75,1.0,0,1,4,7,1300,710,98116,2180,5400,650000,52
3,2.5,2.0,0,0,3,7,2170,0,98028,2010,4395,449950,12
3,1.5,1.0,0,3,4,7,1250,180,98117,2210,6240,517500,75
4,1.5,1.0,0,0,3,7,1070,440,98034,1450,6630,435000,45
